Pocket Set	Domain	PDB	Chain	DOI hyperlink
PDB-LIG	P08311_PF00089_21_238	1CGH	A	http://doi.org/10.2210/pdb1CGH/pdb
PDB-LIG	P08319_PF00107_208_340	3COS	B	http://doi.org/10.2210/pdb3COS/pdb
PDB-LIG	P08397_PF01379_21_233	7AAK	A	http://doi.org/10.2210/pdb7AAK/pdb
PDB-LIG	P08519_PF00051_1282_1359	4BVW	B	http://doi.org/10.2210/pdb4BVW/pdb
PDB-LIG	P08519_PF00051_1624_1701	4BVC	A	http://doi.org/10.2210/pdb4BVC/pdb
PDB-LIG	P08581_PF07714_1078_1337	4R1V	A	http://doi.org/10.2210/pdb4R1V/pdb
PDB-LIG	P08631_PF07714_262_511	5H0B	A	http://doi.org/10.2210/pdb5H0B/pdb
PDB-LIG	P08684_PF00067_38_493	6MA8	A	http://doi.org/10.2210/pdb6MA8/pdb
PDB-LIG	P08686_PF00067_27_480	4Y8W	B	http://doi.org/10.2210/pdb4Y8W/pdb
PDB-LIG	P08709_PF00089_213_447	5PAX	C	http://doi.org/10.2210/pdb5PAX/pdb
PDB-LIG	P08754_PF00503_13_343	2ODE	A	http://doi.org/10.2210/pdb2ODE/pdb
PDB-LIG	P08922_PF07714_1945_2215	4UXL	A	http://doi.org/10.2210/pdb4UXL/pdb
PDB-LIG	P09211_PF02798_4_75	2A2R	B	http://doi.org/10.2210/pdb2A2R/pdb
PDB-LIG	P09237_PF00413_103_259	2Y6D	A	http://doi.org/10.2210/pdb2Y6D/pdb
PDB-LIG	P09238_PF00413_107_263	1Q3A	C	http://doi.org/10.2210/pdb1Q3A/pdb
PDB-LIG	P09382_PF00337_5_134	3T2T	A	http://doi.org/10.2210/pdb3T2T/pdb
PDB-LIG	P09417_PF00106_11_198	1HDR	A	http://doi.org/10.2210/pdb1HDR/pdb
PDB-LIG	P09455_PF00061_6_134	5HBS	A	http://doi.org/10.2210/pdb5HBS/pdb
PDB-LIG	P09467_PF00316_12_199	7C9Q	C	http://doi.org/10.2210/pdb7C9Q/pdb
PDB-LIG	P09601_PF01126_11_216	3CZY	A	http://doi.org/10.2210/pdb3CZY/pdb
PDB-LIG	P09622_PF07992_42_370	6I4R	A	http://doi.org/10.2210/pdb6I4R/pdb
PDB-LIG	P09917_PF00305_216_662	6N2W	B	http://doi.org/10.2210/pdb6N2W/pdb
PDB-LIG	P09958_PF00082_144_427	7LCU	A	http://doi.org/10.2210/pdb7LCU/pdb
PDB-LIG	P09960_PF01433_233_448	3U9W	A	http://doi.org/10.2210/pdb3U9W/pdb
PDB-LIG	P09960_PF17900_18_202	3FUD	A	http://doi.org/10.2210/pdb3FUD/pdb
PDB-LIG	P0C024_PF00293_38_166	5QHH	A	http://doi.org/10.2210/pdb5QHH/pdb
PDB-LIG	P0C1S8_PF00069_212_486	5VDK	A	http://doi.org/10.2210/pdb5VDK/pdb
PDB-LIG	P0CG30_PF02798_5_75	3LJR	B	http://doi.org/10.2210/pdb3LJR/pdb
PDB-LIG	P0DMM9_PF00685_38_288	2A3R	B	http://doi.org/10.2210/pdb2A3R/pdb
PDB-LIG	P0DP23_PF13499_10_74	5V02	R	http://doi.org/10.2210/pdb5V02/pdb
PDB-LIG	P0DPD7_PF08241_63_173	2PXX	A	http://doi.org/10.2210/pdb2PXX/pdb
PDB-LIG	P0DUB6_PF00128_52_348	3DHP	A	http://doi.org/10.2210/pdb3DHP/pdb
PDB-LIG	P10114_PF00071_5_166	1KAO	A	http://doi.org/10.2210/pdb1KAO/pdb
PDB-LIG	P10153_PF00074_33_158	2C01	X	http://doi.org/10.2210/pdb2C01/pdb
PDB-LIG	P10275_PF00104_690_881	4OHA	A	http://doi.org/10.2210/pdb4OHA/pdb
PDB-LIG	P10276_PF00104_224_401	3KMR	A	http://doi.org/10.2210/pdb3KMR/pdb
PDB-LIG	P10301_PF00071_31_192	2FN4	A	http://doi.org/10.2210/pdb2FN4/pdb
PDB-LIG	P10599_PF00085_2_103	5DQY	A	http://doi.org/10.2210/pdb5DQY/pdb
PDB-LIG	P10619_PF00450_39_477	4CIB	A	http://doi.org/10.2210/pdb4CIB/pdb
PDB-LIG	P10632_PF00067_30_487	2NNJ	A	http://doi.org/10.2210/pdb2NNJ/pdb
PDB-LIG	P10635_PF00067_34_494	3TBG	D	http://doi.org/10.2210/pdb3TBG/pdb
PDB-LIG	P10644_PF00027_273_360	5KJZ	A	http://doi.org/10.2210/pdb5KJZ/pdb
PDB-LIG	P10721_PF07714_589_924	3G0E	A	http://doi.org/10.2210/pdb3G0E/pdb
PDB-LIG	P10826_PF00104_224_401	4DM6	A	http://doi.org/10.2210/pdb4DM6/pdb
PDB-LIG	P10827_PF00104_204_379	3ILZ	A	http://doi.org/10.2210/pdb3ILZ/pdb
PDB-LIG	P10828_PF00104_265_445	6KKB	X	http://doi.org/10.2210/pdb6KKB/pdb
PDB-LIG	P11172_PF00156_42_167	2WNS	A	http://doi.org/10.2210/pdb2WNS/pdb
PDB-LIG	P11172_PF00215_252_466	7ASQ	A	http://doi.org/10.2210/pdb7ASQ/pdb
PDB-LIG	P11233_PF00071_16_177	6P0I	B	http://doi.org/10.2210/pdb6P0I/pdb
PDB-LIG	P11234_PF00071_16_178	6ZRN	B	http://doi.org/10.2210/pdb6ZRN/pdb
PDB-LIG	P11309_PF00069_38_290	3A99	A	http://doi.org/10.2210/pdb3A99/pdb
PDB-LIG	P11362_PF07714_478_754	5EW8	A	http://doi.org/10.2210/pdb5EW8/pdb
PDB-LIG	P11388_PF02518_76_225	1ZXM	B	http://doi.org/10.2210/pdb1ZXM/pdb
PDB-LIG	P11413_PF00479_35_210	2BH9	A	http://doi.org/10.2210/pdb2BH9/pdb
PDB-LIG	P11413_PF02781_212_509	6JYU	A	http://doi.org/10.2210/pdb6JYU/pdb
PDB-LIG	P11473_PF00104_216_406	3B0T	A	http://doi.org/10.2210/pdb3B0T/pdb
PDB-LIG	P11474_PF00104_224_404	3K6P	A	http://doi.org/10.2210/pdb3K6P/pdb
PDB-LIG	P11509_PF00067_34_491	2FDV	B	http://doi.org/10.2210/pdb2FDV/pdb
PDB-LIG	P11511_PF00067_46_488	3S79	A	http://doi.org/10.2210/pdb3S79/pdb
PDB-LIG	P11586_PF02882_128_295	1A4I	B	http://doi.org/10.2210/pdb1A4I/pdb
PDB-LIG	P11597_PF02886_243_480	2OBD	A	http://doi.org/10.2210/pdb2OBD/pdb
PDB-LIG	P11712_PF00067_30_487	5A5I	A	http://doi.org/10.2210/pdb5A5I/pdb
PDB-LIG	P11766_PF00107_202_334	2FZW	A	http://doi.org/10.2210/pdb2FZW/pdb
PDB-LIG	P12104_PF00061_4_132	3AKM	B	http://doi.org/10.2210/pdb3AKM/pdb
PDB-LIG	P12268_PF00478_29_504	6UDO	B	http://doi.org/10.2210/pdb6UDO/pdb
PDB-LIG	P12268_PF00571_107_166	6UDQ	F	http://doi.org/10.2210/pdb6UDQ/pdb
PDB-LIG	P12271_PF00650_141_291	3HX3	A	http://doi.org/10.2210/pdb3HX3/pdb
PDB-LIG	P12277_PF00217_153_367	3B6R	B	http://doi.org/10.2210/pdb3B6R/pdb
PDB-LIG	P12544_PF00089_29_254	1ORF	A	http://doi.org/10.2210/pdb1ORF/pdb
PDB-LIG	P12883_PF00063_87_766	4DB1	B	http://doi.org/10.2210/pdb4DB1/pdb
PDB-LIG	P12931_PF00017_151_233	1O4R	A	http://doi.org/10.2210/pdb1O4R/pdb
PDB-LIG	P12931_PF07714_270_519	7NG7	A	http://doi.org/10.2210/pdb7NG7/pdb
PDB-LIG	P13051_PF03167_140_302	3FCI	A	http://doi.org/10.2210/pdb3FCI/pdb
PDB-LIG	P13497_PF01400_128_321	6BTQ	A	http://doi.org/10.2210/pdb6BTQ/pdb
PDB-LIG	P13569_PF00005_441_576	6ZE1	A	http://doi.org/10.2210/pdb6ZE1/pdb
PDB-LIG	P13591_PF00041_508_598	2E3V	C	http://doi.org/10.2210/pdb2E3V/pdb
PDB-LIG	P13631_PF00104_226_403	1FCY	A	http://doi.org/10.2210/pdb1FCY/pdb
PDB-LIG	P13716_PF00490_5_326	1E51	A	http://doi.org/10.2210/pdb1E51/pdb
PDB-LIG	P13804_PF00766_211_291	1EFV	A	http://doi.org/10.2210/pdb1EFV/pdb
PDB-LIG	P13995_PF02882_158_332	5TC4	A	http://doi.org/10.2210/pdb5TC4/pdb
PDB-LIG	P14061_PF00106_4_201	1I5R	A	http://doi.org/10.2210/pdb1I5R/pdb
PDB-LIG	P14174_PF01187_2_115	6B1K	B	http://doi.org/10.2210/pdb6B1K/pdb
PDB-LIG	P14207_PF03024_30_205	4KN0	A	http://doi.org/10.2210/pdb4KN0/pdb
PDB-LIG	P14210_PF00051_128_206	5CP9	B	http://doi.org/10.2210/pdb5CP9/pdb
PDB-LIG	P14324_PF00348_108_374	5CG5	A	http://doi.org/10.2210/pdb5CG5/pdb
PDB-LIG	P14555_PF00068_22_130	5G3N	A	http://doi.org/10.2210/pdb5G3N/pdb
PDB-LIG	P14618_PF00224_42_395	3GR4	A	http://doi.org/10.2210/pdb3GR4/pdb
PDB-LIG	P14625_PF02518_96_255	4NH9	A	http://doi.org/10.2210/pdb4NH9/pdb
PDB-LIG	P14920_PF01266_2_329	3ZNN	B	http://doi.org/10.2210/pdb3ZNN/pdb
PDB-LIG	P15056_PF07714_457_714	7K0V	A	http://doi.org/10.2210/pdb7K0V/pdb
PDB-LIG	P15085_PF00246_128_406	2V77	B	http://doi.org/10.2210/pdb2V77/pdb
PDB-LIG	P15090_PF00061_6_132	3P6D	A	http://doi.org/10.2210/pdb3P6D/pdb
PDB-LIG	P15104_PF00120_110_361	2OJW	E	http://doi.org/10.2210/pdb2OJW/pdb
PDB-LIG	P15121_PF00248_15_294	1US0	A	http://doi.org/10.2210/pdb1US0/pdb
PDB-LIG	P15144_PF01433_316_543	4FYR	A	http://doi.org/10.2210/pdb4FYR/pdb
PDB-LIG	P15153_PF00071_5_178	2W2T	A	http://doi.org/10.2210/pdb2W2T/pdb
PDB-LIG	P15291_PF13733_130_263	4EEA	A	http://doi.org/10.2210/pdb4EEA/pdb
PDB-LIG	P15328_PF03024_36_211	4LRH	E	http://doi.org/10.2210/pdb4LRH/pdb
PDB-LIG	P15428_PF00106_6_199	2GDZ	A	http://doi.org/10.2210/pdb2GDZ/pdb
PDB-LIG	P15531_PF00334_5_139	1UCN	C	http://doi.org/10.2210/pdb1UCN/pdb
PDB-LIG	P15538_PF00067_42_498	7E7F	A	http://doi.org/10.2210/pdb7E7F/pdb
PDB-LIG	P15559_PF02525_4_212	1D4A	A	http://doi.org/10.2210/pdb1D4A/pdb
PDB-LIG	P15735_PF00069_24_291	2Y7J	A	http://doi.org/10.2210/pdb2Y7J/pdb
PDB-LIG	P15813_PF16497_1_198	6V7Y	A	http://doi.org/10.2210/pdb6V7Y/pdb
PDB-LIG	P16083_PF02525_4_212	4FGL	C	http://doi.org/10.2210/pdb4FGL/pdb
PDB-LIG	P16118_PF01591_30_251	1K6M	B	http://doi.org/10.2210/pdb1K6M/pdb
PDB-LIG	P16152_PF00106_6_152	1WMA	A	http://doi.org/10.2210/pdb1WMA/pdb
PDB-LIG	P16233_PF00151_17_352	1LPB	B	http://doi.org/10.2210/pdb1LPB/pdb
PDB-LIG	P16278_PF01301_40_357	3WF1	D	http://doi.org/10.2210/pdb3WF1/pdb
PDB-LIG	P16435_PF00175_530_641	3QFS	A	http://doi.org/10.2210/pdb3QFS/pdb
PDB-LIG	P16435_PF00258_82_219	3QE2	B	http://doi.org/10.2210/pdb3QE2/pdb
PDB-LIG	P16444_PF01244_25_352	1ITU	A	http://doi.org/10.2210/pdb1ITU/pdb
PDB-LIG	P16871_PF00041_130_218	3UP1	B	http://doi.org/10.2210/pdb3UP1/pdb
PDB-LIG	P17081_PF00071_11_184	2ATX	A	http://doi.org/10.2210/pdb2ATX/pdb
PDB-LIG	P17174_PF00155_31_405	6LIG	A	http://doi.org/10.2210/pdb6LIG/pdb
PDB-LIG	P17213_PF02886_249_486	1EWF	A	http://doi.org/10.2210/pdb1EWF/pdb
PDB-LIG	P17252_PF00069_339_597	4RA4	A	http://doi.org/10.2210/pdb4RA4/pdb
PDB-LIG	P17516_PF00248_18_301	2FVL	A	http://doi.org/10.2210/pdb2FVL/pdb
PDB-LIG	P17540_PF00217_187_401	4Z9M	H	http://doi.org/10.2210/pdb4Z9M/pdb
PDB-LIG	P17612_PF00069_44_298	4WB8	A	http://doi.org/10.2210/pdb4WB8/pdb
PDB-LIG	P17643_PF00264_182_417	5M8S	C	http://doi.org/10.2210/pdb5M8S/pdb
PDB-LIG	P17752_PF00351_106_436	5TPG	A	http://doi.org/10.2210/pdb5TPG/pdb
PDB-LIG	P17812_PF06418_2_272	7MGZ	P	http://doi.org/10.2210/pdb7MGZ/pdb
PDB-LIG	P17858_PF00365_17_324	7LW1	E	http://doi.org/10.2210/pdb7LW1/pdb
PDB-LIG	P17900_PF02221_33_190	2AG4	A	http://doi.org/10.2210/pdb2AG4/pdb
PDB-LIG	P17931_PF00337_117_247	6RZK	A	http://doi.org/10.2210/pdb6RZK/pdb
PDB-LIG	P17980_PF00004_223_356	5T0H	F	http://doi.org/10.2210/pdb5T0H/pdb
PDB-LIG	P18031_PF00102_40_276	6XEA	A	http://doi.org/10.2210/pdb6XEA/pdb
PDB-LIG	P18085_PF00025_5_177	1Z6X	A	http://doi.org/10.2210/pdb1Z6X/pdb
PDB-LIG	P18669_PF00300_6_138	5Y2I	B	http://doi.org/10.2210/pdb5Y2I/pdb
PDB-LIG	P19099_PF00067_42_499	4DVQ	G	http://doi.org/10.2210/pdb4DVQ/pdb
PDB-LIG	P19113_PF00282_36_414	4E1O	F	http://doi.org/10.2210/pdb4E1O/pdb
PDB-LIG	P19367_PF03727_673_907	1DGK	N	http://doi.org/10.2210/pdb1DGK/pdb
PDB-LIG	P19525_PF00069_267_537	2A19	B	http://doi.org/10.2210/pdb2A19/pdb
PDB-LIG	P19623_PF01564_76_261	2O07	B	http://doi.org/10.2210/pdb2O07/pdb
PDB-LIG	P19652_PF00061_40_180	7OUB	B	http://doi.org/10.2210/pdb7OUB/pdb
PDB-LIG	P19784_PF00069_40_325	6TGU	A	http://doi.org/10.2210/pdb6TGU/pdb
PDB-LIG	P19793_PF00104_257_442	7A77	A	http://doi.org/10.2210/pdb7A77/pdb
PDB-LIG	P19801_PF01179_300_708	3HII	B	http://doi.org/10.2210/pdb3HII/pdb
PDB-LIG	P20151_PF00089_25_253	4NFE	A	http://doi.org/10.2210/pdb4NFE/pdb
PDB-LIG	P20231_PF00089_31_267	4A6L	D	http://doi.org/10.2210/pdb4A6L/pdb
PDB-LIG	P20337_PF00071_24_185	3DZ8	A	http://doi.org/10.2210/pdb3DZ8/pdb
PDB-LIG	P20338_PF00071_15_176	2BME	D	http://doi.org/10.2210/pdb2BME/pdb
PDB-LIG	P20339_PF00071_22_183	1R2Q	A	http://doi.org/10.2210/pdb1R2Q/pdb
PDB-LIG	P20340_PF00071_15_175	1YZQ	A	http://doi.org/10.2210/pdb1YZQ/pdb
PDB-LIG	P20591_PF00350_73_249	4P4S	A	http://doi.org/10.2210/pdb4P4S/pdb
PDB-LIG	P20701_PF00092_156_326	2O7N	A	http://doi.org/10.2210/pdb2O7N/pdb
PDB-LIG	P20813_PF00067_31_488	5UFG	A	http://doi.org/10.2210/pdb5UFG/pdb
PDB-LIG	P20815_PF00067_38_492	5VEU	A	http://doi.org/10.2210/pdb5VEU/pdb
PDB-LIG	P20839_PF00478_29_504	7RFG	B	http://doi.org/10.2210/pdb7RFG/pdb
PDB-LIG	P20839_PF00571_107_166	7RFG	E	http://doi.org/10.2210/pdb7RFG/pdb
PDB-LIG	P21359_PF13716_1602_1736	3PG7	B	http://doi.org/10.2210/pdb3PG7/pdb
PDB-LIG	P21397_PF01593_23_460	2Z5Y	A	http://doi.org/10.2210/pdb2Z5Y/pdb
PDB-LIG	P21549_PF00266_24_376	5HHY	A	http://doi.org/10.2210/pdb5HHY/pdb
PDB-LIG	P21589_PF02872_338_513	7PBB	A	http://doi.org/10.2210/pdb7PBB/pdb
PDB-LIG	P21675_PF00439_1389_1472	6FIC	T	http://doi.org/10.2210/pdb6FIC/pdb
PDB-LIG	P21675_PF00439_1511_1595	5I29	A	http://doi.org/10.2210/pdb5I29/pdb
PDB-LIG	P21802_PF07714_481_757	2PVF	A	http://doi.org/10.2210/pdb2PVF/pdb
PDB-LIG	P21860_PF07714_709_965	6OP9	A	http://doi.org/10.2210/pdb6OP9/pdb
PDB-LIG	P21964_PF01596_67_228	3BWY	A	http://doi.org/10.2210/pdb3BWY/pdb
PDB-LIG	P22087_PF01269_88_315	2IPX	A	http://doi.org/10.2210/pdb2IPX/pdb
PDB-LIG	P22102_PF00551_808_988	4ZZ1	A	http://doi.org/10.2210/pdb4ZZ1/pdb
PDB-LIG	P22102_PF01071_105_298	2QK4	B	http://doi.org/10.2210/pdb2QK4/pdb
PDB-LIG	P22234_PF00731_267_409	6YB8	B	http://doi.org/10.2210/pdb6YB8/pdb
PDB-LIG	P22303_PF00135_37_563	4M0E	B	http://doi.org/10.2210/pdb4M0E/pdb
PDB-LIG	P22392_PF00334_5_139	3BBF	F	http://doi.org/10.2210/pdb3BBF/pdb
PDB-LIG	P22455_PF07714_467_743	6JPE	A	http://doi.org/10.2210/pdb6JPE/pdb
PDB-LIG	P22607_PF07714_472_748	6PNX	B	http://doi.org/10.2210/pdb6PNX/pdb
PDB-LIG	P22680_PF00067_32_497	3V8D	B	http://doi.org/10.2210/pdb3V8D/pdb
PDB-LIG	P22736_PF00104_394_579	4REF	A	http://doi.org/10.2210/pdb4REF/pdb
PDB-LIG	P22748_PF00194_37_285	5JNA	D	http://doi.org/10.2210/pdb5JNA/pdb
PDB-LIG	P22830_PF00762_68_389	3HCN	A	http://doi.org/10.2210/pdb3HCN/pdb
PDB-LIG	P22894_PF00413_107_262	1I76	A	http://doi.org/10.2210/pdb1I76/pdb
PDB-LIG	P23141_PF00135_22_547	2H7C	F	http://doi.org/10.2210/pdb2H7C/pdb
PDB-LIG	P23258_PF00091_4_215	3CB2	A	http://doi.org/10.2210/pdb3CB2/pdb
PDB-LIG	P23368_PF03949_280_535	1PJ3	D	http://doi.org/10.2210/pdb1PJ3/pdb
PDB-LIG	P23443_PF00069_91_352	3WF7	A	http://doi.org/10.2210/pdb3WF7/pdb
PDB-LIG	P23458_PF07714_875_1149	6N7A	A	http://doi.org/10.2210/pdb6N7A/pdb
PDB-LIG	P23467_PF00102_1727_1962	2I4G	A	http://doi.org/10.2210/pdb2I4G/pdb
PDB-LIG	P23470_PF00102_874_1118	3QCG	A	http://doi.org/10.2210/pdb3QCG/pdb
PDB-LIG	P23471_PF00102_1750_1991	5H08	A	http://doi.org/10.2210/pdb5H08/pdb
PDB-LIG	P23526_PF00670_191_352	1LI4	A	http://doi.org/10.2210/pdb1LI4/pdb
PDB-LIG	P23526_PF05221_140_431	1LI4	A	http://doi.org/10.2210/pdb1LI4/pdb
PDB-LIG	P23919_PF02223_11_191	1NN5	A	http://doi.org/10.2210/pdb1NN5/pdb
PDB-LIG	P23921_PF03477_1_89	3HNE	B	http://doi.org/10.2210/pdb3HNE/pdb
PDB-LIG	P23946_PF00089_22_240	1T31	A	http://doi.org/10.2210/pdb1T31/pdb
PDB-LIG	P24666_PF01451_9_154	7KH8	B	http://doi.org/10.2210/pdb7KH8/pdb
PDB-LIG	P24723_PF00069_355_614	3TXO	A	http://doi.org/10.2210/pdb3TXO/pdb
PDB-LIG	P24752_PF00108_42_299	2F2S	C	http://doi.org/10.2210/pdb2F2S/pdb
PDB-LIG	P24821_PF00147_1980_2189	5R62	A	http://doi.org/10.2210/pdb5R62/pdb
PDB-LIG	P24941_PF00069_4_286	6Q4H	A	http://doi.org/10.2210/pdb6Q4H/pdb
PDB-LIG	P25098_PF00069_191_453	3V5W	A	http://doi.org/10.2210/pdb3V5W/pdb
PDB-LIG	P25205_PF00493_280_505	6XTX	3	http://doi.org/10.2210/pdb6XTX/pdb
PDB-LIG	P25311_PF00129_26_201	1T7V	A	http://doi.org/10.2210/pdb1T7V/pdb
PDB-LIG	P25440_PF00439_353_441	6DDJ	A	http://doi.org/10.2210/pdb6DDJ/pdb
PDB-LIG	P25440_PF00439_83_168	6JKE	A	http://doi.org/10.2210/pdb6JKE/pdb
PDB-LIG	P25774_PF00112_115_330	3OVX	A	http://doi.org/10.2210/pdb3OVX/pdb
PDB-LIG	P26196_PF00271_320_429	6S8S	C	http://doi.org/10.2210/pdb6S8S/pdb
PDB-LIG	P26358_PF00145_1139_1594	6X9I	A	http://doi.org/10.2210/pdb6X9I/pdb
PDB-LIG	P26639_PF00587_397_608	4HWT	A	http://doi.org/10.2210/pdb4HWT/pdb
PDB-LIG	P27037_PF00069_196_481	3SOC	A	http://doi.org/10.2210/pdb3SOC/pdb
PDB-LIG	P27144_PF00406_10_190	2BBW	A	http://doi.org/10.2210/pdb2BBW/pdb
PDB-LIG	P27338_PF01593_14_451	2XFN	A	http://doi.org/10.2210/pdb2XFN/pdb
PDB-LIG	P27348_PF00244_9_229	6BQT	A	http://doi.org/10.2210/pdb6BQT/pdb
PDB-LIG	P27361_PF00069_42_330	4QTB	B	http://doi.org/10.2210/pdb4QTB/pdb
PDB-LIG	P27448_PF00069_56_307	7P1L	A	http://doi.org/10.2210/pdb7P1L/pdb
PDB-LIG	P27487_PF00326_559_765	1N1M	A	http://doi.org/10.2210/pdb1N1M/pdb
PDB-LIG	P27694_PF04057_5_104	4O0A	A	http://doi.org/10.2210/pdb4O0A/pdb
PDB-LIG	P27707_PF01712_24_258	2NO7	A	http://doi.org/10.2210/pdb2NO7/pdb
PDB-LIG	P27815_PF00233_432_672	2QYK	B	http://doi.org/10.2210/pdb2QYK/pdb
PDB-LIG	P28062_PF00227_69_251	7AWE	L	http://doi.org/10.2210/pdb7AWE/pdb
PDB-LIG	P28065_PF00227_17_198	7AWE	H	http://doi.org/10.2210/pdb7AWE/pdb
PDB-LIG	P28072_PF00227_31_213	5LF4	b	http://doi.org/10.2210/pdb5LF4/pdb
PDB-LIG	P28074_PF00227_56_238	5LF7	Y	http://doi.org/10.2210/pdb5LF7/pdb
PDB-LIG	P28161_PF02798_3_82	2C4J	B	http://doi.org/10.2210/pdb2C4J/pdb
PDB-LIG	P28347_PF17725_214_423	7CMM	A	http://doi.org/10.2210/pdb7CMM/pdb
PDB-LIG	P28482_PF00069_25_313	6SLG	A	http://doi.org/10.2210/pdb6SLG/pdb
PDB-LIG	P28702_PF00104_331_513	7A78	A	http://doi.org/10.2210/pdb7A78/pdb
PDB-LIG	P28845_PF00106_35_230	1XU9	A	http://doi.org/10.2210/pdb1XU9/pdb
PDB-LIG	P28907_PF02267_56_296	2O3S	B	http://doi.org/10.2210/pdb2O3S/pdb
PDB-LIG	P29016_PF16497_1_198	5WL1	A	http://doi.org/10.2210/pdb5WL1/pdb
PDB-LIG	P29017_PF16497_1_199	6C09	A	http://doi.org/10.2210/pdb6C09/pdb
PDB-LIG	P29317_PF07714_613_871	5NKF	A	http://doi.org/10.2210/pdb5NKF/pdb
PDB-LIG	P29320_PF07714_621_878	2QOC	A	http://doi.org/10.2210/pdb2QOC/pdb
PDB-LIG	P29373_PF00061_5_138	2G7B	A	http://doi.org/10.2210/pdb2G7B/pdb
PDB-LIG	P29375_PF02373_470_586	6BGY	A	http://doi.org/10.2210/pdb6BGY/pdb
PDB-LIG	P29401_PF00456_14_283	6HA3	A	http://doi.org/10.2210/pdb6HA3/pdb
PDB-LIG	P29474_PF02898_119_481	6NH8	B	http://doi.org/10.2210/pdb6NH8/pdb
PDB-LIG	P29475_PF02898_355_717	6CID	B	http://doi.org/10.2210/pdb6CID/pdb
PDB-LIG	P29597_PF07714_589_866	4WOV	B	http://doi.org/10.2210/pdb4WOV/pdb
PDB-LIG	P29597_PF07714_897_1169	3LXP	A	http://doi.org/10.2210/pdb3LXP/pdb
PDB-LIG	P29973_PF00027_497_588	7LG1	B	http://doi.org/10.2210/pdb7LG1/pdb
PDB-LIG	P29992_PF00503_16_348	7RKF	A	http://doi.org/10.2210/pdb7RKF/pdb
PDB-LIG	P30043_PF13460_10_192	1HDO	A	http://doi.org/10.2210/pdb1HDO/pdb
PDB-LIG	P30044_PF08534_57_211	4MMM	C	http://doi.org/10.2210/pdb4MMM/pdb
PDB-LIG	P30046_PF01187_2_116	3KAN	B	http://doi.org/10.2210/pdb3KAN/pdb
PDB-LIG	P30086_PF01161_25_169	2QYQ	A	http://doi.org/10.2210/pdb2QYQ/pdb
PDB-LIG	P30291_PF00069_299_569	1X8B	A	http://doi.org/10.2210/pdb1X8B/pdb
PDB-LIG	P30405_PF00160_49_205	4J5E	X	http://doi.org/10.2210/pdb4J5E/pdb
PDB-LIG	P30419_PF01233_137_294	5O6H	B	http://doi.org/10.2210/pdb5O6H/pdb
PDB-LIG	P30519_PF01126_31_236	5UCA	D	http://doi.org/10.2210/pdb5UCA/pdb
PDB-LIG	P30520_PF00709_32_453	2V40	A	http://doi.org/10.2210/pdb2V40/pdb
PDB-LIG	P30530_PF07714_536_803	5U6B	D	http://doi.org/10.2210/pdb5U6B/pdb
PDB-LIG	P30711_PF13417_5_82	2C3Q	C	http://doi.org/10.2210/pdb2C3Q/pdb
PDB-LIG	P30793_PF01227_71_249	7ALQ	O	http://doi.org/10.2210/pdb7ALQ/pdb
PDB-LIG	P31327_PF02142_1373_1465	5DOU	A	http://doi.org/10.2210/pdb5DOU/pdb
PDB-LIG	P31327_PF02786_1088_1291	5DOU	C	http://doi.org/10.2210/pdb5DOU/pdb
PDB-LIG	P31327_PF02786_546_750	5DOU	A	http://doi.org/10.2210/pdb5DOU/pdb
PDB-LIG	P31749_PF00069_150_408	4GV1	A	http://doi.org/10.2210/pdb4GV1/pdb
PDB-LIG	P31751_PF00069_152_409	1O6L	A	http://doi.org/10.2210/pdb1O6L/pdb
PDB-LIG	P31937_PF03446_41_200	2I9P	B	http://doi.org/10.2210/pdb2I9P/pdb
PDB-LIG	P31939_PF02142_16_130	5UZ0	C	http://doi.org/10.2210/pdb5UZ0/pdb
PDB-LIG	P31947_PF00244_9_231	7AZ2	A	http://doi.org/10.2210/pdb7AZ2/pdb
PDB-LIG	P32298_PF00069_187_449	4YHJ	A	http://doi.org/10.2210/pdb4YHJ/pdb
PDB-LIG	P32320_PF00383_12_118	1MQ0	B	http://doi.org/10.2210/pdb1MQ0/pdb
PDB-LIG	P32455_PF02263_18_282	2B8W	B	http://doi.org/10.2210/pdb2B8W/pdb
PDB-LIG	P32455_PF02841_284_580	6K1Z	A	http://doi.org/10.2210/pdb6K1Z/pdb
PDB-LIG	P32456_PF02263_18_280	6VKJ	A	http://doi.org/10.2210/pdb6VKJ/pdb
PDB-LIG	P32929_PF01053_19_395	5TSU	E	http://doi.org/10.2210/pdb5TSU/pdb
PDB-LIG	P33176_PF00225_14_325	1BG2	A	http://doi.org/10.2210/pdb1BG2/pdb
PDB-LIG	P33261_PF00067_30_487	4GQS	C	http://doi.org/10.2210/pdb4GQS/pdb
PDB-LIG	P33981_PF00069_525_791	5AP1	A	http://doi.org/10.2210/pdb5AP1/pdb
PDB-LIG	P33991_PF00493_445_670	6XTX	4	http://doi.org/10.2210/pdb6XTX/pdb
PDB-LIG	P33993_PF00493_320_541	6XTX	7	http://doi.org/10.2210/pdb6XTX/pdb
PDB-LIG	P34096_PF00074_31_146	2RNF	B	http://doi.org/10.2210/pdb2RNF/pdb
PDB-LIG	P34897_PF00464_49_448	5V7I	A	http://doi.org/10.2210/pdb5V7I/pdb
PDB-LIG	P34913_PF00561_259_531	5AM2	A	http://doi.org/10.2210/pdb5AM2/pdb
